Year,Month,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1984,12,17.286,0.313,Albury,Australia,36.17S,147.18E
1985,1,20.575,0.247,Albury,Australia,36.17S,147.18E
1985,2,20.965,0.257,Albury,Australia,36.17S,147.18E
1985,3,19.946,0.105,Albury,Australia,36.17S,147.18E
1985,4,14.551,0.346,Albury,Australia,36.17S,147.18E
1985,5,10.459,0.237,Albury,Australia,36.17S,147.18E
1985,6,6.558,0.354,Albury,Australia,36.17S,147.18E
1985,7,5.753,0.25,Albury,Australia,36.17S,147.18E
1985,8,7.725,0.314,Albury,Australia,36.17S,147.18E
1985,9,9.911,0.225,Albury,Australia,36.17S,147.18E
1985,10,13.49,0.173,Albury,Australia,36.17S,147.18E
1985,11,16.601,0.117,Albury,Australia,36.17S,147.18E
1985,12,17.681,0.469,Albury,Australia,36.17S,147.18E
1986,1,18.959,0.331,Albury,Australia,36.17S,147.18E
1986,2,19.959,0.266,Albury,Australia,36.17S,147.18E
1986,3,20.614,0.259,Albury,Australia,36.17S,147.18E
1986,4,14.153,0.175,Albury,Australia,36.17S,147.18E
1986,5,10.703,0.133,Albury,Australia,36.17S,147.18E
1986,6,6.264,0.259,Albury,Australia,36.17S,147.18E
1986,7,6.195,0.233,Albury,Australia,36.17S,147.18E
1986,8,8.182,0.158,Albury,Australia,36.17S,147.18E
1986,9,10.344,0.196,Albury,Australia,36.17S,147.18E
1986,10,11.199,0.121,Albury,Australia,36.17S,147.18E
1986,11,15.569,0.317,Albury,Australia,36.17S,147.18E
1986,12,17.124,0.499,Albury,Australia,36.17S,147.18E
1987,1,19.269,0.451,Albury,Australia,36.17S,147.18E
1987,2,21.138,0.168,Albury,Australia,36.17S,147.18E
1987,3,16.168,0.192,Albury,Australia,36.17S,147.18E
1987,4,14.346,0.149,Albury,Australia,36.17S,147.18E
1987,5,10.333,0.177,Albury,Australia,36.17S,147.18E
1987,6,8.259,0.25,Albury,Australia,36.17S,147.18E
1987,7,5.754,0.294,Albury,Australia,36.17S,147.18E
1987,8,8.659,0.265,Albury,Australia,36.17S,147.18E
1987,9,10.708,0.229,Albury,Australia,36.17S,147.18E
1987,10,12.464,0.323,Albury,Australia,36.17S,147.18E
1987,11,16.804,0.24,Albury,Australia,36.17S,147.18E
1987,12,19.033,0.219,Albury,Australia,36.17S,147.18E
1988,1,23.648,0.35,Albury,Australia,36.17S,147.18E
1988,2,20.279,0.298,Albury,Australia,36.17S,147.18E
1988,3,18.589,0.183,Albury,Australia,36.17S,147.18E
1988,4,15.818,0.385,Albury,Australia,36.17S,147.18E
1988,5,12.238,0.147,Albury,Australia,36.17S,147.18E
1988,6,8.06,0.301,Albury,Australia,36.17S,147.18E
1988,7,8.045,0.248,Albury,Australia,36.17S,147.18E
1988,8,8.462,0.166,Albury,Australia,36.17S,147.18E
1988,9,11.054,0.198,Albury,Australia,36.17S,147.18E
1988,10,13.023,0.253,Albury,Australia,36.17S,147.18E
1988,11,16.051,0.249,Albury,Australia,36.17S,147.18E
1988,12,20.016,0.187,Albury,Australia,36.17S,147.18E
1989,1,19.708,0.28,Albury,Australia,36.17S,147.18E
1989,2,21.001,0.224,Albury,Australia,36.17S,147.18E
1989,3,19.455,0.215,Albury,Australia,36.17S,147.18E
1989,4,15.43,0.242,Albury,Australia,36.17S,147.18E
1989,5,12.189,0.167,Albury,Australia,36.17S,147.18E
1989,6,7.401,0.188,Albury,Australia,36.17S,147.18E
1989,7,6.388,0.219,Albury,Australia,36.17S,147.18E
1989,8,6.624,0.246,Albury,Australia,36.17S,147.18E
1989,9,9.668,0.113,Albury,Australia,36.17S,147.18E
1989,10,12.039,0.223,Albury,Australia,36.17S,147.18E
1989,11,17.047,0.204,Albury,Australia,36.17S,147.18E
1989,12,18.995,0.127,Albury,Australia,36.17S,147.18E
1990,1,21.873,0.232,Albury,Australia,36.17S,147.18E
1990,2,20.506,0.162,Albury,Australia,36.17S,147.18E
1990,3,19.45,0.412,Albury,Australia,36.17S,147.18E
1990,4,15.461,0.137,Albury,Australia,36.17S,147.18E
1990,5,10.769,0.155,Albury,Australia,36.17S,147.18E
1990,6,7.161,0.274,Albury,Australia,36.17S,147.18E
1990,7,7.483,0.185,Albury,Australia,36.17S,147.18E
1990,8,7.53,0.195,Albury,Australia,36.17S,147.18E
1990,9,10.323,0.236,Albury,Australia,36.17S,147.18E
1990,10,13.471,0.286,Albury,Australia,36.17S,147.18E
1990,11,16.912,0.309,Albury,Australia,36.17S,147.18E
1990,12,20.186,0.203,Albury,Australia,36.17S,147.18E
1991,1,22.65,0.181,Albury,Australia,36.17S,147.18E
1991,2,22.667,0.217,Albury,Australia,36.17S,147.18E
1991,3,18.166,0.283,Albury,Australia,36.17S,147.18E
1991,4,13.32,0.078,Albury,Australia,36.17S,147.18E
1991,5,10.498,0.192,Albury,Australia,36.17S,147.18E
1991,6,10.279,0.212,Albury,Australia,36.17S,147.18E
1991,7,6.994,0.167,Albury,Australia,36.17S,147.18E
1991,8,7.213,0.172,Albury,Australia,36.17S,147.18E
1991,9,9.743,0.214,Albury,Australia,36.17S,147.18E
1991,10,14.609,0.276,Albury,Australia,36.17S,147.18E
1991,11,15.882,0.237,Albury,Australia,36.17S,147.18E
1991,12,18.37,0.104,Albury,Australia,36.17S,147.18E
1992,1,19.416,0.221,Albury,Australia,36.17S,147.18E
1992,2,19.976,0.191,Albury,Australia,36.17S,147.18E
1992,3,19.602,0.16,Albury,Australia,36.17S,147.18E
1992,4,14.431,0.232,Albury,Australia,36.17S,147.18E
1992,5,10.54,0.147,Albury,Australia,36.17S,147.18E
1992,6,7.413,0.198,Albury,Australia,36.17S,147.18E
1992,7,6.586,0.258,Albury,Australia,36.17S,147.18E
1992,8,6.737,0.244,Albury,Australia,36.17S,147.18E
1992,9,8.853,0.295,Albury,Australia,36.17S,147.18E
1992,10,13.118,0.176,Albury,Australia,36.17S,147.18E
1992,11,13.959,0.248,Albury,Australia,36.17S,147.18E
1992,12,18.796,0.452,Albury,Australia,36.17S,147.18E
1993,1,21.628,0.171,Albury,Australia,36.17S,147.18E
1993,2,20.425,0.257,Albury,Australia,36.17S,147.18E
1993,3,17.017,0.325,Albury,Australia,36.17S,147.18E
1993,4,14.562,0.17,Albury,Australia,36.17S,147.18E
1993,5,10.25,0.345,Albury,Australia,36.17S,147.18E
1993,6,7.098,0.175,Albury,Australia,36.17S,147.18E
1993,7,7.978,0.29,Albury,Australia,36.17S,147.18E
1993,8,8.71,0.326,Albury,Australia,36.17S,147.18E
1993,9,10.773,0.233,Albury,Australia,36.17S,147.18E
1993,10,11.976,0.204,Albury,Australia,36.17S,147.18E
1993,11,15.693,0.241,Albury,Australia,36.17S,147.18E
1993,12,17.984,0.248,Albury,Australia,36.17S,147.18E
1994,1,19.582,0.301,Albury,Australia,36.17S,147.18E
1994,2,21.532,0.365,Albury,Australia,36.17S,147.18E
1994,3,16.114,0.214,Albury,Australia,36.17S,147.18E
1994,4,13.714,0.126,Albury,Australia,36.17S,147.18E
1994,5,10.42,0.307,Albury,Australia,36.17S,147.18E
1994,6,8.252,0.248,Albury,Australia,36.17S,147.18E
1994,7,6.681,0.15,Albury,Australia,36.17S,147.18E
1994,8,6.838,0.186,Albury,Australia,36.17S,147.18E
1994,9,8.859,0.233,Albury,Australia,36.17S,147.18E
1994,10,13.254,0.257,Albury,Australia,36.17S,147.18E
1994,11,16.534,0.319,Albury,Australia,36.17S,147.18E
1994,12,21.716,0.242,Albury,Australia,36.17S,147.18E
1995,1,21.43,0.188,Albury,Australia,36.17S,147.18E
1995,2,21.02,0.177,Albury,Australia,36.17S,147.18E
1995,3,16.959,0.126,Albury,Australia,36.17S,147.18E
1995,4,11.437,0.441,Albury,Australia,36.17S,147.18E
1995,5,10.908,0.286,Albury,Australia,36.17S,147.18E
1995,6,7.788,0.108,Albury,Australia,36.17S,147.18E
1995,7,6.165,0.248,Albury,Australia,36.17S,147.18E
1995,8,8.928,0.093,Albury,Australia,36.17S,147.18E
1995,9,10.203,0.307,Albury,Australia,36.17S,147.18E
1995,10,13.14,0.203,Albury,Australia,36.17S,147.18E
1995,11,15.85,0.27,Albury,Australia,36.17S,147.18E
1995,12,17.034,0.149,Albury,Australia,36.17S,147.18E
1996,1,20.478,0.16,Albury,Australia,36.17S,147.18E
1996,2,18.342,0.169,Albury,Australia,36.17S,147.18E
1996,3,17.428,0.244,Albury,Australia,36.17S,147.18E
1996,4,11.637,0.254,Albury,Australia,36.17S,147.18E
1996,5,10.734,0.16,Albury,Australia,36.17S,147.18E
1996,6,8.145,0.17,Albury,Australia,36.17S,147.18E
1996,7,7.026,0.238,Albury,Australia,36.17S,147.18E
1996,8,8.441,0.182,Albury,Australia,36.17S,147.18E
1996,9,10.183,0.135,Albury,Australia,36.17S,147.18E
1996,10,13.594,0.198,Albury,Australia,36.17S,147.18E
1996,11,14.242,0.187,Albury,Australia,36.17S,147.18E
1996,12,17.926,0.188,Albury,Australia,36.17S,147.18E
1997,1,21.676,0.108,Albury,Australia,36.17S,147.18E
1997,2,24.497,0.189,Albury,Australia,36.17S,147.18E
1997,3,17.488,0.375,Albury,Australia,36.17S,147.18E
1997,4,13.813,0.115,Albury,Australia,36.17S,147.18E
1997,5,10.942,0.193,Albury,Australia,36.17S,147.18E
1997,6,7.632,0.197,Albury,Australia,36.17S,147.18E
1997,7,5.808,0.374,Albury,Australia,36.17S,147.18E
1997,8,7.064,0.232,Albury,Australia,36.17S,147.18E
1997,9,10.641,0.25,Albury,Australia,36.17S,147.18E
1997,10,13.596,0.182,Albury,Australia,36.17S,147.18E
1997,11,18.282,0.156,Albury,Australia,36.17S,147.18E
1997,12,20.592,0.146,Albury,Australia,36.17S,147.18E
1998,1,23.019,0.156,Albury,Australia,36.17S,147.18E
1998,2,21.64,0.149,Albury,Australia,36.17S,147.18E
1998,3,19.341,0.219,Albury,Australia,36.17S,147.18E
1998,4,14.075,0.298,Albury,Australia,36.17S,147.18E
1998,5,10.794,0.143,Albury,Australia,36.17S,147.18E
1998,6,7.822,0.252,Albury,Australia,36.17S,147.18E
1998,7,6.218,0.17,Albury,Australia,36.17S,147.18E
1998,8,9.388,0.24,Albury,Australia,36.17S,147.18E
1998,9,11.622,0.225,Albury,Australia,36.17S,147.18E
1998,10,11.999,0.168,Albury,Australia,36.17S,147.18E
1998,11,15.411,0.196,Albury,Australia,36.17S,147.18E
1998,12,20.002,0.186,Albury,Australia,36.17S,147.18E
1999,1,24.465,0.217,Albury,Australia,36.17S,147.18E
1999,2,21.508,0.206,Albury,Australia,36.17S,147.18E
1999,3,18.445,0.272,Albury,Australia,36.17S,147.18E
1999,4,12.501,0.275,Albury,Australia,36.17S,147.18E
1999,5,10.97,0.265,Albury,Australia,36.17S,147.18E
1999,6,7.914,0.204,Albury,Australia,36.17S,147.18E
1999,7,7.49,0.371,Albury,Australia,36.17S,147.18E
1999,8,8.601,0.252,Albury,Australia,36.17S,147.18E
1999,9,12.156,0.256,Albury,Australia,36.17S,147.18E
1999,10,14.131,0.33,Albury,Australia,36.17S,147.18E
1999,11,14.665,0.173,Albury,Australia,36.17S,147.18E
1999,12,18.393,0.228,Albury,Australia,36.17S,147.18E
2000,1,19.01,0.202,Albury,Australia,36.17S,147.18E
2000,2,23.305,0.226,Albury,Australia,36.17S,147.18E
2000,3,19.706,0.324,Albury,Australia,36.17S,147.18E
2000,4,14.191,0.252,Albury,Australia,36.17S,147.18E
2000,5,9.685,0.2,Albury,Australia,36.17S,147.18E
2000,6,7.072,0.27,Albury,Australia,36.17S,147.18E
2000,7,6.894,0.228,Albury,Australia,36.17S,147.18E
2000,8,7.867,0.299,Albury,Australia,36.17S,147.18E
2000,9,11.247,0.287,Albury,Australia,36.17S,147.18E
2000,10,12.621,0.282,Albury,Australia,36.17S,147.18E
2000,11,18.482,0.27,Albury,Australia,36.17S,147.18E
2000,12,19.892,0.229,Albury,Australia,36.17S,147.18E
2001,1,24.261,0.166,Albury,Australia,36.17S,147.18E
2001,2,23.03,0.112,Albury,Australia,36.17S,147.18E
2001,3,17.778,0.226,Albury,Australia,36.17S,147.18E
2001,4,14.241,0.181,Albury,Australia,36.17S,147.18E
2001,5,10.033,0.225,Albury,Australia,36.17S,147.18E
2001,6,8.518,0.334,Albury,Australia,36.17S,147.18E
2001,7,7.676,0.241,Albury,Australia,36.17S,147.18E
2001,8,8.322,0.087,Albury,Australia,36.17S,147.18E
2001,9,12.426,0.338,Albury,Australia,36.17S,147.18E
2001,10,12.068,0.241,Albury,Australia,36.17S,147.18E
2001,11,15.496,0.166,Albury,Australia,36.17S,147.18E
2001,12,17.643,0.24,Albury,Australia,36.17S,147.18E
2002,1,20.627,0.214,Albury,Australia,36.17S,147.18E
2002,2,19.671,0.074,Albury,Australia,36.17S,147.18E
2002,3,18.763,0.136,Albury,Australia,36.17S,147.18E
2002,4,15.9,0.171,Albury,Australia,36.17S,147.18E
2002,5,10.759,0.105,Albury,Australia,36.17S,147.18E
2002,6,8.302,0.182,Albury,Australia,36.17S,147.18E
2002,7,7.183,0.341,Albury,Australia,36.17S,147.18E
2002,8,8.144,0.283,Albury,Australia,36.17S,147.18E
2002,9,11.16,0.138,Albury,Australia,36.17S,147.18E
2002,10,13.682,0.197,Albury,Australia,36.17S,147.18E
2002,11,19.089,0.172,Albury,Australia,36.17S,147.18E
2002,12,20.67,0.255,Albury,Australia,36.17S,147.18E
2003,1,22.933,0.298,Albury,Australia,36.17S,147.18E
2003,2,23.423,0.26,Albury,Australia,36.17S,147.18E
2003,3,18.291,0.256,Albury,Australia,36.17S,147.18E
2003,4,14.745,0.402,Albury,Australia,36.17S,147.18E
2003,5,11.545,0.324,Albury,Australia,36.17S,147.18E
2003,6,8.514,0.317,Albury,Australia,36.17S,147.18E
2003,7,7.268,0.283,Albury,Australia,36.17S,147.18E
2003,8,7.551,0.327,Albury,Australia,36.17S,147.18E
2003,9,9.538,0.243,Albury,Australia,36.17S,147.18E
2003,10,10.909,0.363,Albury,Australia,36.17S,147.18E
2003,11,16.789,0.2,Albury,Australia,36.17S,147.18E
2003,12,20.892,0.146,Albury,Australia,36.17S,147.18E
2004,1,20.527,0.186,Albury,Australia,36.17S,147.18E
2004,2,23.014,0.104,Albury,Australia,36.17S,147.18E
2004,3,19.042,0.235,Albury,Australia,36.17S,147.18E
2004,4,14.931,0.257,Albury,Australia,36.17S,147.18E
2004,5,9.454,0.2,Albury,Australia,36.17S,147.18E
2004,6,7.906,0.278,Albury,Australia,36.17S,147.18E
2004,7,6.611,0.193,Albury,Australia,36.17S,147.18E
2004,8,8.446,0.158,Albury,Australia,36.17S,147.18E
2004,9,10.317,0.106,Albury,Australia,36.17S,147.18E
2004,10,13.762,0.402,Albury,Australia,36.17S,147.18E
2004,11,16.515,0.076,Albury,Australia,36.17S,147.18E
2004,12,18.911,0.124,Albury,Australia,36.17S,147.18E
2005,1,21.424,0.287,Albury,Australia,36.17S,147.18E
2005,2,18.879,0.3,Albury,Australia,36.17S,147.18E
2005,3,17.218,0.271,Albury,Australia,36.17S,147.18E
2005,4,16.519,0.256,Albury,Australia,36.17S,147.18E
2005,5,10.973,0.226,Albury,Australia,36.17S,147.18E
2005,6,9.326,0.155,Albury,Australia,36.17S,147.18E
2005,7,7.791,0.176,Albury,Australia,36.17S,147.18E
2005,8,8.371,0.181,Albury,Australia,36.17S,147.18E
2005,9,10.71,0.119,Albury,Australia,36.17S,147.18E
2005,10,13.751,0.263,Albury,Australia,36.17S,147.18E
2005,11,17.291,0.223,Albury,Australia,36.17S,147.18E
2005,12,19.434,0.24,Albury,Australia,36.17S,147.18E
2006,1,24.896,0.222,Albury,Australia,36.17S,147.18E
2006,2,22.408,0.181,Albury,Australia,36.17S,147.18E
2006,3,20.144,0.236,Albury,Australia,36.17S,147.18E
2006,4,11.798,0.325,Albury,Australia,36.17S,147.18E
2006,5,9.404,0.35,Albury,Australia,36.17S,147.18E
2006,6,6.477,0.402,Albury,Australia,36.17S,147.18E
2006,7,7.566,0.193,Albury,Australia,36.17S,147.18E
2006,8,8.191,0.331,Albury,Australia,36.17S,147.18E
2006,9,11.608,0.137,Albury,Australia,36.17S,147.18E
2006,10,14.869,0.254,Albury,Australia,36.17S,147.18E
2006,11,18.388,0.217,Albury,Australia,36.17S,147.18E
2006,12,20.359,0.233,Albury,Australia,36.17S,147.18E
2007,1,23.089,0.137,Albury,Australia,36.17S,147.18E
2007,2,23.89,0.366,Albury,Australia,36.17S,147.18E
2007,3,19.826,0.181,Albury,Australia,36.17S,147.18E
2007,4,15.508,0.153,Albury,Australia,36.17S,147.18E
2007,5,12.705,0.191,Albury,Australia,36.17S,147.18E
2007,6,7.073,0.259,Albury,Australia,36.17S,147.18E
2007,7,6.392,0.212,Albury,Australia,36.17S,147.18E
2007,8,9.513,0.143,Albury,Australia,36.17S,147.18E
2007,9,10.437,0.21,Albury,Australia,36.17S,147.18E
2007,10,14.646,0.276,Albury,Australia,36.17S,147.18E
2007,11,19.305,0.165,Albury,Australia,36.17S,147.18E
2007,12,20.267,0.189,Albury,Australia,36.17S,147.18E
2008,1,23.656,0.292,Albury,Australia,36.17S,147.18E
2008,2,19.408,0.115,Albury,Australia,36.17S,147.18E
2008,3,19.621,0.236,Albury,Australia,36.17S,147.18E
2008,4,12.798,0.147,Albury,Australia,36.17S,147.18E
2008,5,10.372,0.193,Albury,Australia,36.17S,147.18E
2008,6,9.673,0.28,Albury,Australia,36.17S,147.18E
2008,7,6.784,0.132,Albury,Australia,36.17S,147.18E
2008,8,7.08,0.297,Albury,Australia,36.17S,147.18E
2008,9,11.158,0.298,Albury,Australia,36.17S,147.18E
2008,10,14.933,0.368,Albury,Australia,36.17S,147.18E
2008,11,16.712,0.181,Albury,Australia,36.17S,147.18E
2008,12,18.265,0.215,Albury,Australia,36.17S,147.18E
2009,1,23.464,0.242,Albury,Australia,36.17S,147.18E
2009,2,22.94,0.264,Albury,Australia,36.17S,147.18E
2009,3,19.114,0.181,Albury,Australia,36.17S,147.18E
2009,4,13.781,0.162,Albury,Australia,36.17S,147.18E
2009,5,10.865,0.218,Albury,Australia,36.17S,147.18E
2009,6,8.36,0.189,Albury,Australia,36.17S,147.18E
2009,7,7.159,0.303,Albury,Australia,36.17S,147.18E
2009,8,8.934,0.197,Albury,Australia,36.17S,147.18E
2009,9,10.974,0.236,Albury,Australia,36.17S,147.18E
2009,10,13.078,0.13,Albury,Australia,36.17S,147.18E
2009,11,21.024,0.277,Albury,Australia,36.17S,147.18E
2009,12,20.441,0.189,Albury,Australia,36.17S,147.18E
2010,1,23.401,0.204,Albury,Australia,36.17S,147.18E
2010,2,22.686,0.142,Albury,Australia,36.17S,147.18E
2010,3,19.044,0.231,Albury,Australia,36.17S,147.18E
2010,4,15.075,0.171,Albury,Australia,36.17S,147.18E
2010,5,10.577,0.219,Albury,Australia,36.17S,147.18E
2010,6,7.46,0.2,Albury,Australia,36.17S,147.18E
2010,7,6.792,0.141,Albury,Australia,36.17S,147.18E
2010,8,7.178,0.379,Albury,Australia,36.17S,147.18E
2010,9,9.911,0.199,Albury,Australia,36.17S,147.18E
2010,10,13.71,0.147,Albury,Australia,36.17S,147.18E
2010,11,17.372,0.29,Albury,Australia,36.17S,147.18E
2010,12,18.676,0.337,Albury,Australia,36.17S,147.18E
2011,1,22.764,0.346,Albury,Australia,36.17S,147.18E
2011,2,20.988,0.161,Albury,Australia,36.17S,147.18E
2011,3,17.946,0.158,Albury,Australia,36.17S,147.18E
2011,4,13.135,0.125,Albury,Australia,36.17S,147.18E
2011,5,9.22,0.145,Albury,Australia,36.17S,147.18E
2011,6,7.688,0.275,Albury,Australia,36.17S,147.18E
2011,7,6.968,0.193,Albury,Australia,36.17S,147.18E
2011,8,9.465,0.255,Albury,Australia,36.17S,147.18E
2011,9,10.773,0.142,Albury,Australia,36.17S,147.18E
2011,10,13.851,0.181,Albury,Australia,36.17S,147.18E
2011,11,18.326,0.235,Albury,Australia,36.17S,147.18E
2011,12,18.603,0.277,Albury,Australia,36.17S,147.18E
2012,1,21.646,0.273,Albury,Australia,36.17S,147.18E
2012,2,20.394,0.138,Albury,Australia,36.17S,147.18E
2012,3,17.02,0.218,Albury,Australia,36.17S,147.18E
2012,4,14.27,0.309,Albury,Australia,36.17S,147.18E
2012,5,9.247,0.234,Albury,Australia,36.17S,147.18E
2012,6,7.286,0.336,Albury,Australia,36.17S,147.18E
2012,7,7.077,0.292,Albury,Australia,36.17S,147.18E
2012,8,7.4,0.278,Albury,Australia,36.17S,147.18E
2012,9,10.655,0.199,Albury,Australia,36.17S,147.18E
2012,10,12.969,0.267,Albury,Australia,36.17S,147.18E
2012,11,18.134,0.297,Albury,Australia,36.17S,147.18E
2012,12,19.687,0.25,Albury,Australia,36.17S,147.18E
