Year,Month,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1878,8,7.601,0.912,Albury,Australia,36.17S,147.18E
1878,9,10.977,0.493,Albury,Australia,36.17S,147.18E
1878,10,13.449,0.746,Albury,Australia,36.17S,147.18E
1878,11,16.745,1.172,Albury,Australia,36.17S,147.18E
1878,12,18.796,1.523,Albury,Australia,36.17S,147.18E
1879,1,21.339,0.78,Albury,Australia,36.17S,147.18E
1879,2,20.293,0.559,Albury,Australia,36.17S,147.18E
1879,3,17.683,0.344,Albury,Australia,36.17S,147.18E
1879,4,14.015,1.633,Albury,Australia,36.17S,147.18E
1879,5,8.8,1.105,Albury,Australia,36.17S,147.18E
1879,6,6.252,0.684,Albury,Australia,36.17S,147.18E
1879,7,5.299,1.1,Albury,Australia,36.17S,147.18E
1879,8,7.598,0.91,Albury,Australia,36.17S,147.18E
1879,9,10.37,0.67,Albury,Australia,36.17S,147.18E
1879,10,12.67,0.56,Albury,Australia,36.17S,147.18E
1879,11,14.785,0.295,Albury,Australia,36.17S,147.18E
1879,12,17.884,1.01,Albury,Australia,36.17S,147.18E
1880,1,21.315,0.838,Albury,Australia,36.17S,147.18E
1880,2,21.397,0.701,Albury,Australia,36.17S,147.18E
1880,3,18.382,0.883,Albury,Australia,36.17S,147.18E
1880,4,14.291,0.936,Albury,Australia,36.17S,147.18E
1880,5,9.344,0.678,Albury,Australia,36.17S,147.18E
1880,6,6.654,0.554,Albury,Australia,36.17S,147.18E
1880,7,5.515,0.772,Albury,Australia,36.17S,147.18E
1880,8,8.096,0.453,Albury,Australia,36.17S,147.18E
1880,9,10.606,1.245,Albury,Australia,36.17S,147.18E
1880,10,12.012,0.77,Albury,Australia,36.17S,147.18E
1880,11,16.125,1.312,Albury,Australia,36.17S,147.18E
1880,12,19.132,1.122,Albury,Australia,36.17S,147.18E
1881,1,20.905,0.759,Albury,Australia,36.17S,147.18E
1881,2,20.745,1.076,Albury,Australia,36.17S,147.18E
1881,3,18.186,0.627,Albury,Australia,36.17S,147.18E
1881,4,13.71,0.945,Albury,Australia,36.17S,147.18E
1881,5,11.054,0.866,Albury,Australia,36.17S,147.18E
1881,6,6.243,0.842,Albury,Australia,36.17S,147.18E
1881,7,5.82,0.847,Albury,Australia,36.17S,147.18E
1881,8,7.452,0.725,Albury,Australia,36.17S,147.18E
1881,9,9.918,0.431,Albury,Australia,36.17S,147.18E
1881,10,12.125,0.398,Albury,Australia,36.17S,147.18E
1881,11,15.983,0.684,Albury,Australia,36.17S,147.18E
1881,12,19.416,1.021,Albury,Australia,36.17S,147.18E
1882,1,21.883,1.114,Albury,Australia,36.17S,147.18E
1882,2,20.794,0.618,Albury,Australia,36.17S,147.18E
1882,3,19.01,1.029,Albury,Australia,36.17S,147.18E
1882,4,13.051,0.574,Albury,Australia,36.17S,147.18E
1882,5,9.442,0.528,Albury,Australia,36.17S,147.18E
1882,6,6.231,0.438,Albury,Australia,36.17S,147.18E
1882,7,5.696,0.766,Albury,Australia,36.17S,147.18E
1882,8,7.181,0.602,Albury,Australia,36.17S,147.18E
1882,9,10.418,0.841,Albury,Australia,36.17S,147.18E
1882,10,13.793,0.441,Albury,Australia,36.17S,147.18E
1882,11,17.307,1.09,Albury,Australia,36.17S,147.18E
1882,12,18.731,0.658,Albury,Australia,36.17S,147.18E
1883,1,20.743,0.699,Albury,Australia,36.17S,147.18E
1883,2,20.7,1.238,Albury,Australia,36.17S,147.18E
1883,3,18.073,1.017,Albury,Australia,36.17S,147.18E
1883,4,13.907,0.838,Albury,Australia,36.17S,147.18E
1883,5,8.802,0.512,Albury,Australia,36.17S,147.18E
1883,6,7.455,0.634,Albury,Australia,36.17S,147.18E
1883,7,5.469,0.814,Albury,Australia,36.17S,147.18E
1883,8,7.013,0.378,Albury,Australia,36.17S,147.18E
1883,9,8.624,0.488,Albury,Australia,36.17S,147.18E
1883,10,12.255,0.461,Albury,Australia,36.17S,147.18E
1883,11,15.842,0.446,Albury,Australia,36.17S,147.18E
1883,12,18.564,0.652,Albury,Australia,36.17S,147.18E
1884,1,19.438,0.697,Albury,Australia,36.17S,147.18E
1884,2,20.536,0.948,Albury,Australia,36.17S,147.18E
1884,3,18.184,1.071,Albury,Australia,36.17S,147.18E
1884,4,13.945,0.725,Albury,Australia,36.17S,147.18E
1884,5,9.029,0.403,Albury,Australia,36.17S,147.18E
1884,6,7.102,0.834,Albury,Australia,36.17S,147.18E
1884,7,5.302,0.679,Albury,Australia,36.17S,147.18E
1884,8,7.782,0.549,Albury,Australia,36.17S,147.18E
1884,9,10.085,0.313,Albury,Australia,36.17S,147.18E
1884,10,12.44,1.111,Albury,Australia,36.17S,147.18E
1884,11,16.349,0.743,Albury,Australia,36.17S,147.18E
1884,12,17.079,1.505,Albury,Australia,36.17S,147.18E
1885,1,21.015,0.579,Albury,Australia,36.17S,147.18E
1885,2,20.55,1.155,Albury,Australia,36.17S,147.18E
1885,3,17.051,1.033,Albury,Australia,36.17S,147.18E
1885,4,12.9,0.827,Albury,Australia,36.17S,147.18E
1885,5,9.38,0.62,Albury,Australia,36.17S,147.18E
1885,6,6.203,0.94,Albury,Australia,36.17S,147.18E
1885,7,5.658,0.725,Albury,Australia,36.17S,147.18E
1885,8,7.311,0.655,Albury,Australia,36.17S,147.18E
1885,9,10.167,0.663,Albury,Australia,36.17S,147.18E
1885,10,14.209,0.418,Albury,Australia,36.17S,147.18E
1885,11,15.812,0.654,Albury,Australia,36.17S,147.18E
1885,12,20.609,1.354,Albury,Australia,36.17S,147.18E
1886,1,22.18,0.741,Albury,Australia,36.17S,147.18E
1886,2,19.349,0.846,Albury,Australia,36.17S,147.18E
1886,3,16.966,0.803,Albury,Australia,36.17S,147.18E
1886,4,13.506,0.737,Albury,Australia,36.17S,147.18E
1886,5,8.592,0.365,Albury,Australia,36.17S,147.18E
1886,6,6.235,0.449,Albury,Australia,36.17S,147.18E
1886,7,6.338,0.658,Albury,Australia,36.17S,147.18E
1886,8,7.48,0.763,Albury,Australia,36.17S,147.18E
1886,9,10.245,0.397,Albury,Australia,36.17S,147.18E
1886,10,11.957,0.658,Albury,Australia,36.17S,147.18E
1886,11,16.916,1.193,Albury,Australia,36.17S,147.18E
1886,12,18.864,0.935,Albury,Australia,36.17S,147.18E
1887,1,22.413,0.792,Albury,Australia,36.17S,147.18E
1887,2,20.194,1.041,Albury,Australia,36.17S,147.18E
1887,3,18.415,0.793,Albury,Australia,36.17S,147.18E
1887,4,13.672,0.292,Albury,Australia,36.17S,147.18E
1887,5,8.592,0.453,Albury,Australia,36.17S,147.18E
1887,6,6.285,0.561,Albury,Australia,36.17S,147.18E
1887,7,6.318,0.831,Albury,Australia,36.17S,147.18E
1887,8,7.101,0.639,Albury,Australia,36.17S,147.18E
1887,9,8.681,0.46,Albury,Australia,36.17S,147.18E
1887,10,12.736,0.422,Albury,Australia,36.17S,147.18E
1887,11,15.155,0.762,Albury,Australia,36.17S,147.18E
1887,12,19.338,0.549,Albury,Australia,36.17S,147.18E
1888,1,20.673,1.004,Albury,Australia,36.17S,147.18E
1888,2,20.226,1.056,Albury,Australia,36.17S,147.18E
1888,3,15.969,0.82,Albury,Australia,36.17S,147.18E
1888,4,13.237,0.538,Albury,Australia,36.17S,147.18E
1888,5,8.761,0.445,Albury,Australia,36.17S,147.18E
1888,6,7.436,0.742,Albury,Australia,36.17S,147.18E
1888,7,5.687,0.772,Albury,Australia,36.17S,147.18E
1888,8,6.415,0.752,Albury,Australia,36.17S,147.18E
1888,9,10.802,0.507,Albury,Australia,36.17S,147.18E
1888,10,12.218,0.446,Albury,Australia,36.17S,147.18E
1888,11,17.673,0.402,Albury,Australia,36.17S,147.18E
1888,12,19.85,0.548,Albury,Australia,36.17S,147.18E
1889,1,21.127,0.697,Albury,Australia,36.17S,147.18E
1889,2,20.396,1.007,Albury,Australia,36.17S,147.18E
1889,3,18.367,0.622,Albury,Australia,36.17S,147.18E
1889,4,14.25,0.485,Albury,Australia,36.17S,147.18E
1889,5,10.552,0.58,Albury,Australia,36.17S,147.18E
1889,6,7.934,0.476,Albury,Australia,36.17S,147.18E
1889,7,5.927,0.423,Albury,Australia,36.17S,147.18E
1889,8,7.562,0.847,Albury,Australia,36.17S,147.18E
1889,9,9.29,1.272,Albury,Australia,36.17S,147.18E
1889,10,13.888,0.625,Albury,Australia,36.17S,147.18E
1889,11,16.648,0.8,Albury,Australia,36.17S,147.18E
1889,12,19.163,1.004,Albury,Australia,36.17S,147.18E
1890,1,23.065,0.882,Albury,Australia,36.17S,147.18E
1890,2,21.687,1.126,Albury,Australia,36.17S,147.18E
1890,3,18.592,0.83,Albury,Australia,36.17S,147.18E
1890,4,13.322,1.091,Albury,Australia,36.17S,147.18E
1890,5,10.368,0.938,Albury,Australia,36.17S,147.18E
1890,6,8.893,0.534,Albury,Australia,36.17S,147.18E
1890,7,5.403,0.333,Albury,Australia,36.17S,147.18E
1890,8,6.973,0.619,Albury,Australia,36.17S,147.18E
1890,9,10.312,0.433,Albury,Australia,36.17S,147.18E
1890,10,12.084,0.643,Albury,Australia,36.17S,147.18E
1890,11,14.854,0.685,Albury,Australia,36.17S,147.18E
1890,12,17.34,0.826,Albury,Australia,36.17S,147.18E
1891,1,19.518,0.762,Albury,Australia,36.17S,147.18E
1891,2,19.003,0.689,Albury,Australia,36.17S,147.18E
1891,3,19.357,0.386,Albury,Australia,36.17S,147.18E
1891,4,13.088,0.233,Albury,Australia,36.17S,147.18E
1891,5,9.507,0.736,Albury,Australia,36.17S,147.18E
1891,6,7.877,0.462,Albury,Australia,36.17S,147.18E
1891,7,6.651,0.698,Albury,Australia,36.17S,147.18E
1891,8,7.671,0.398,Albury,Australia,36.17S,147.18E
1891,9,9.944,0.802,Albury,Australia,36.17S,147.18E
1891,10,12.618,0.564,Albury,Australia,36.17S,147.18E
1891,11,15.983,0.57,Albury,Australia,36.17S,147.18E
1891,12,18.792,0.621,Albury,Australia,36.17S,147.18E
1892,1,19.991,0.564,Albury,Australia,36.17S,147.18E
1892,2,21.55,0.501,Albury,Australia,36.17S,147.18E
1892,3,19.796,0.746,Albury,Australia,36.17S,147.18E
1892,4,12.178,0.343,Albury,Australia,36.17S,147.18E
1892,5,9.097,0.546,Albury,Australia,36.17S,147.18E
1892,6,6.59,0.386,Albury,Australia,36.17S,147.18E
1892,7,5.312,0.562,Albury,Australia,36.17S,147.18E
1892,8,7.215,0.606,Albury,Australia,36.17S,147.18E
1892,9,9.455,0.347,Albury,Australia,36.17S,147.18E
1892,10,12.458,0.655,Albury,Australia,36.17S,147.18E
1892,11,16.342,0.755,Albury,Australia,36.17S,147.18E
1892,12,17.09,0.639,Albury,Australia,36.17S,147.18E
1893,1,20.092,0.716,Albury,Australia,36.17S,147.18E
1893,2,21.043,0.619,Albury,Australia,36.17S,147.18E
1893,3,18.53,0.658,Albury,Australia,36.17S,147.18E
1893,4,12.754,0.448,Albury,Australia,36.17S,147.18E
1893,5,10.118,0.569,Albury,Australia,36.17S,147.18E
1893,6,6.841,0.582,Albury,Australia,36.17S,147.18E
1893,7,6.105,0.587,Albury,Australia,36.17S,147.18E
1893,8,7.137,0.497,Albury,Australia,36.17S,147.18E
1893,9,9.46,0.472,Albury,Australia,36.17S,147.18E
1893,10,13.498,0.278,Albury,Australia,36.17S,147.18E
1893,11,15.721,0.589,Albury,Australia,36.17S,147.18E
1893,12,18.809,0.69,Albury,Australia,36.17S,147.18E
1894,1,21.32,0.746,Albury,Australia,36.17S,147.18E
1894,2,19.726,0.805,Albury,Australia,36.17S,147.18E
1894,3,18.094,0.719,Albury,Australia,36.17S,147.18E
1894,4,13.766,0.499,Albury,Australia,36.17S,147.18E
1894,5,8.601,0.294,Albury,Australia,36.17S,147.18E
1894,6,7.536,0.45,Albury,Australia,36.17S,147.18E
1894,7,5.346,0.422,Albury,Australia,36.17S,147.18E
1894,8,7.204,0.656,Albury,Australia,36.17S,147.18E
1894,9,8.895,0.494,Albury,Australia,36.17S,147.18E
1894,10,13.672,0.476,Albury,Australia,36.17S,147.18E
1894,11,17.02,0.789,Albury,Australia,36.17S,147.18E
1894,12,19.181,0.538,Albury,Australia,36.17S,147.18E
1895,1,19.692,0.919,Albury,Australia,36.17S,147.18E
1895,2,20.975,0.764,Albury,Australia,36.17S,147.18E
1895,3,17.699,0.753,Albury,Australia,36.17S,147.18E
1895,4,13.579,0.548,Albury,Australia,36.17S,147.18E
1895,5,8.674,0.564,Albury,Australia,36.17S,147.18E
1895,6,6.782,0.506,Albury,Australia,36.17S,147.18E
1895,7,4.594,0.722,Albury,Australia,36.17S,147.18E
1895,8,8.171,0.483,Albury,Australia,36.17S,147.18E
1895,9,9.888,0.498,Albury,Australia,36.17S,147.18E
1895,10,14.663,0.694,Albury,Australia,36.17S,147.18E
1895,11,16.305,0.483,Albury,Australia,36.17S,147.18E
1895,12,19.993,0.824,Albury,Australia,36.17S,147.18E
1896,1,23.195,0.936,Albury,Australia,36.17S,147.18E
1896,2,21.463,0.652,Albury,Australia,36.17S,147.18E
1896,3,17.77,0.549,Albury,Australia,36.17S,147.18E
1896,4,12.511,0.539,Albury,Australia,36.17S,147.18E
1896,5,9.095,0.545,Albury,Australia,36.17S,147.18E
1896,6,6.421,0.394,Albury,Australia,36.17S,147.18E
1896,7,4.935,0.405,Albury,Australia,36.17S,147.18E
1896,8,6.591,0.597,Albury,Australia,36.17S,147.18E
1896,9,9.493,0.529,Albury,Australia,36.17S,147.18E
1896,10,14.305,0.935,Albury,Australia,36.17S,147.18E
1896,11,16.945,0.505,Albury,Australia,36.17S,147.18E
1896,12,20.593,0.629,Albury,Australia,36.17S,147.18E
1897,1,19.949,1.12,Albury,Australia,36.17S,147.18E
1897,2,20.374,0.55,Albury,Australia,36.17S,147.18E
1897,3,15.645,0.561,Albury,Australia,36.17S,147.18E
1897,4,14.016,0.39,Albury,Australia,36.17S,147.18E
1897,5,8.395,0.254,Albury,Australia,36.17S,147.18E
1897,6,7.439,0.468,Albury,Australia,36.17S,147.18E
1897,7,6.878,0.371,Albury,Australia,36.17S,147.18E
1897,8,6.799,0.573,Albury,Australia,36.17S,147.18E
1897,9,10.372,0.563,Albury,Australia,36.17S,147.18E
1897,10,11.811,0.5,Albury,Australia,36.17S,147.18E
1897,11,17.895,0.69,Albury,Australia,36.17S,147.18E
1897,12,21.128,0.54,Albury,Australia,36.17S,147.18E
1898,1,22.901,1.037,Albury,Australia,36.17S,147.18E
1898,2,22.903,0.562,Albury,Australia,36.17S,147.18E
1898,3,18.597,0.7,Albury,Australia,36.17S,147.18E
1898,4,12.809,0.375,Albury,Australia,36.17S,147.18E
1898,5,8.439,0.405,Albury,Australia,36.17S,147.18E
1898,6,7.506,0.292,Albury,Australia,36.17S,147.18E
1898,7,5.96,0.375,Albury,Australia,36.17S,147.18E
1898,8,8.069,0.469,Albury,Australia,36.17S,147.18E
1898,9,10.55,0.271,Albury,Australia,36.17S,147.18E
1898,10,13.822,0.583,Albury,Australia,36.17S,147.18E
1898,11,16.277,1.032,Albury,Australia,36.17S,147.18E
1898,12,19.46,1.037,Albury,Australia,36.17S,147.18E
1899,1,18.885,0.997,Albury,Australia,36.17S,147.18E
1899,2,22.264,0.783,Albury,Australia,36.17S,147.18E
1899,3,18.526,0.709,Albury,Australia,36.17S,147.18E
1899,4,14.379,0.5,Albury,Australia,36.17S,147.18E
1899,5,9.093,0.31,Albury,Australia,36.17S,147.18E
1899,6,7.291,0.265,Albury,Australia,36.17S,147.18E
1899,7,5.446,0.357,Albury,Australia,36.17S,147.18E
1899,8,7.782,0.337,Albury,Australia,36.17S,147.18E
1899,9,11.758,0.551,Albury,Australia,36.17S,147.18E
1899,10,11.841,0.362,Albury,Australia,36.17S,147.18E
1899,11,16.153,0.383,Albury,Australia,36.17S,147.18E
1899,12,20.867,0.848,Albury,Australia,36.17S,147.18E
1900,1,22.394,0.739,Albury,Australia,36.17S,147.18E
1900,2,22.38,0.916,Albury,Australia,36.17S,147.18E
1900,3,17.777,0.478,Albury,Australia,36.17S,147.18E
1900,4,12.111,0.442,Albury,Australia,36.17S,147.18E
1900,5,9.087,0.341,Albury,Australia,36.17S,147.18E
1900,6,7.917,0.795,Albury,Australia,36.17S,147.18E
1900,7,5.48,0.541,Albury,Australia,36.17S,147.18E
1900,8,6.465,0.348,Albury,Australia,36.17S,147.18E
1900,9,9.431,0.831,Albury,Australia,36.17S,147.18E
1900,10,12.648,0.525,Albury,Australia,36.17S,147.18E
1900,11,17.291,0.677,Albury,Australia,36.17S,147.18E
1900,12,19.662,0.886,Albury,Australia,36.17S,147.18E
1901,1,19.685,0.914,Albury,Australia,36.17S,147.18E
1901,2,22.026,0.743,Albury,Australia,36.17S,147.18E
1901,3,18.247,0.513,Albury,Australia,36.17S,147.18E
1901,4,12.813,0.668,Albury,Australia,36.17S,147.18E
1901,5,9.82,0.441,Albury,Australia,36.17S,147.18E
1901,6,5.33,0.562,Albury,Australia,36.17S,147.18E
1901,7,5.029,0.345,Albury,Australia,36.17S,147.18E
1901,8,7.147,0.411,Albury,Australia,36.17S,147.18E
1901,9,11.437,0.527,Albury,Australia,36.17S,147.18E
1901,10,12.73,0.404,Albury,Australia,36.17S,147.18E
1901,11,18.413,0.274,Albury,Australia,36.17S,147.18E
1901,12,19.658,0.657,Albury,Australia,36.17S,147.18E
1902,1,20.853,1.013,Albury,Australia,36.17S,147.18E
1902,2,20.156,0.749,Albury,Australia,36.17S,147.18E
1902,3,17.315,0.414,Albury,Australia,36.17S,147.18E
1902,4,13.731,0.37,Albury,Australia,36.17S,147.18E
1902,5,9.726,0.167,Albury,Australia,36.17S,147.18E
1902,6,7.098,0.39,Albury,Australia,36.17S,147.18E
1902,7,6.336,0.236,Albury,Australia,36.17S,147.18E
1902,8,6.196,0.316,Albury,Australia,36.17S,147.18E
1902,9,10.17,0.324,Albury,Australia,36.17S,147.18E
1902,10,14.147,0.337,Albury,Australia,36.17S,147.18E
1902,11,18.871,0.48,Albury,Australia,36.17S,147.18E
1902,12,19.055,0.632,Albury,Australia,36.17S,147.18E
1903,1,20.57,0.635,Albury,Australia,36.17S,147.18E
1903,2,20.589,0.604,Albury,Australia,36.17S,147.18E
1903,3,19.324,0.479,Albury,Australia,36.17S,147.18E
1903,4,13.526,0.349,Albury,Australia,36.17S,147.18E
1903,5,9.321,0.418,Albury,Australia,36.17S,147.18E
1903,6,6.27,0.383,Albury,Australia,36.17S,147.18E
1903,7,5.788,0.528,Albury,Australia,36.17S,147.18E
1903,8,6.832,0.412,Albury,Australia,36.17S,147.18E
1903,9,10.17,0.431,Albury,Australia,36.17S,147.18E
1903,10,13.482,0.314,Albury,Australia,36.17S,147.18E
1903,11,16.798,0.452,Albury,Australia,36.17S,147.18E
1903,12,18.172,0.564,Albury,Australia,36.17S,147.18E
1904,1,20.137,0.659,Albury,Australia,36.17S,147.18E
1904,2,19.799,0.367,Albury,Australia,36.17S,147.18E
1904,3,16.975,0.405,Albury,Australia,36.17S,147.18E
1904,4,14.857,0.525,Albury,Australia,36.17S,147.18E
1904,5,10.512,0.293,Albury,Australia,36.17S,147.18E
1904,6,6.396,0.324,Albury,Australia,36.17S,147.18E
1904,7,5.987,0.639,Albury,Australia,36.17S,147.18E
1904,8,6.904,0.372,Albury,Australia,36.17S,147.18E
1904,9,8.105,0.305,Albury,Australia,36.17S,147.18E
1904,10,13.084,0.348,Albury,Australia,36.17S,147.18E
1904,11,16.15,0.727,Albury,Australia,36.17S,147.18E
1904,12,19.862,0.578,Albury,Australia,36.17S,147.18E
1905,1,22.911,0.596,Albury,Australia,36.17S,147.18E
1905,2,19.909,0.675,Albury,Australia,36.17S,147.18E
1905,3,17.922,0.689,Albury,Australia,36.17S,147.18E
1905,4,14.282,0.339,Albury,Australia,36.17S,147.18E
1905,5,10.056,0.538,Albury,Australia,36.17S,147.18E
1905,6,7.085,0.433,Albury,Australia,36.17S,147.18E
1905,7,5.584,0.389,Albury,Australia,36.17S,147.18E
1905,8,6.844,0.274,Albury,Australia,36.17S,147.18E
1905,9,7.17,0.244,Albury,Australia,36.17S,147.18E
1905,10,9.689,0.404,Albury,Australia,36.17S,147.18E
1905,11,15.283,0.687,Albury,Australia,36.17S,147.18E
1905,12,18.321,0.619,Albury,Australia,36.17S,147.18E
1906,1,22.379,0.55,Albury,Australia,36.17S,147.18E
1906,2,22.808,0.47,Albury,Australia,36.17S,147.18E
1906,3,16.662,0.27,Albury,Australia,36.17S,147.18E
1906,4,14.048,0.341,Albury,Australia,36.17S,147.18E
1906,5,9.945,0.568,Albury,Australia,36.17S,147.18E
1906,6,7.913,0.446,Albury,Australia,36.17S,147.18E
1906,7,6.129,0.511,Albury,Australia,36.17S,147.18E
1906,8,6.975,0.199,Albury,Australia,36.17S,147.18E
1906,9,9.883,0.478,Albury,Australia,36.17S,147.18E
1906,10,12.86,0.395,Albury,Australia,36.17S,147.18E
1906,11,13.88,0.397,Albury,Australia,36.17S,147.18E
1906,12,18.592,0.487,Albury,Australia,36.17S,147.18E
1907,1,20.703,0.321,Albury,Australia,36.17S,147.18E
1907,2,19.687,0.606,Albury,Australia,36.17S,147.18E
1907,3,16.596,0.402,Albury,Australia,36.17S,147.18E
1907,4,12.702,0.316,Albury,Australia,36.17S,147.18E
1907,5,10.041,0.349,Albury,Australia,36.17S,147.18E
1907,6,6.914,0.403,Albury,Australia,36.17S,147.18E
1907,7,5.531,0.252,Albury,Australia,36.17S,147.18E
1907,8,7.528,0.175,Albury,Australia,36.17S,147.18E
1907,9,10.576,0.352,Albury,Australia,36.17S,147.18E
1907,10,12.876,0.558,Albury,Australia,36.17S,147.18E
1907,11,16.898,0.529,Albury,Australia,36.17S,147.18E
1907,12,19.533,0.473,Albury,Australia,36.17S,147.18E
1908,1,24.817,0.605,Albury,Australia,36.17S,147.18E
1908,2,21.135,0.458,Albury,Australia,36.17S,147.18E
1908,3,17.655,0.538,Albury,Australia,36.17S,147.18E
1908,4,13.733,0.401,Albury,Australia,36.17S,147.18E
1908,5,9.196,0.328,Albury,Australia,36.17S,147.18E
1908,6,5.267,0.539,Albury,Australia,36.17S,147.18E
1908,7,5.623,0.248,Albury,Australia,36.17S,147.18E
1908,8,6.827,0.214,Albury,Australia,36.17S,147.18E
1908,9,9.079,0.36,Albury,Australia,36.17S,147.18E
1908,10,12.762,0.44,Albury,Australia,36.17S,147.18E
1908,11,18.206,0.423,Albury,Australia,36.17S,147.18E
1908,12,20.08,0.532,Albury,Australia,36.17S,147.18E
1909,1,20.301,0.59,Albury,Australia,36.17S,147.18E
1909,2,19.799,0.394,Albury,Australia,36.17S,147.18E
1909,3,17.315,0.398,Albury,Australia,36.17S,147.18E
1909,4,11.106,0.576,Albury,Australia,36.17S,147.18E
1909,5,8.541,0.397,Albury,Australia,36.17S,147.18E
1909,6,7.382,0.478,Albury,Australia,36.17S,147.18E
1909,7,5.028,0.34,Albury,Australia,36.17S,147.18E
1909,8,7.263,0.442,Albury,Australia,36.17S,147.18E
1909,9,9.515,0.236,Albury,Australia,36.17S,147.18E
1909,10,12.892,0.444,Albury,Australia,36.17S,147.18E
1909,11,16.462,0.512,Albury,Australia,36.17S,147.18E
1909,12,17.447,0.77,Albury,Australia,36.17S,147.18E
1910,1,21.321,0.542,Albury,Australia,36.17S,147.18E
1910,2,21.55,0.459,Albury,Australia,36.17S,147.18E
1910,3,18.219,0.291,Albury,Australia,36.17S,147.18E
1910,4,14.496,0.357,Albury,Australia,36.17S,147.18E
1910,5,10.143,0.169,Albury,Australia,36.17S,147.18E
1910,6,7.51,0.207,Albury,Australia,36.17S,147.18E
1910,7,6.418,0.192,Albury,Australia,36.17S,147.18E
1910,8,8.147,0.25,Albury,Australia,36.17S,147.18E
1910,9,10.672,0.292,Albury,Australia,36.17S,147.18E
1910,10,11.271,0.398,Albury,Australia,36.17S,147.18E
1910,11,16.234,0.211,Albury,Australia,36.17S,147.18E
1910,12,17.316,0.573,Albury,Australia,36.17S,147.18E
1911,1,19.796,0.33,Albury,Australia,36.17S,147.18E
1911,2,19.67,0.66,Albury,Australia,36.17S,147.18E
1911,3,16.468,0.413,Albury,Australia,36.17S,147.18E
1911,4,11.356,0.338,Albury,Australia,36.17S,147.18E
1911,5,10.385,0.287,Albury,Australia,36.17S,147.18E
1911,6,5.726,0.288,Albury,Australia,36.17S,147.18E
1911,7,5.954,0.398,Albury,Australia,36.17S,147.18E
1911,8,8.733,0.477,Albury,Australia,36.17S,147.18E
1911,9,11.005,0.364,Albury,Australia,36.17S,147.18E
1911,10,12.85,0.245,Albury,Australia,36.17S,147.18E
1911,11,18.22,0.549,Albury,Australia,36.17S,147.18E
1911,12,18.125,0.549,Albury,Australia,36.17S,147.18E
1912,1,20.271,0.512,Albury,Australia,36.17S,147.18E
1912,2,22.792,0.551,Albury,Australia,36.17S,147.18E
1912,3,18.84,0.393,Albury,Australia,36.17S,147.18E
1912,4,12.609,0.242,Albury,Australia,36.17S,147.18E
1912,5,9.193,0.45,Albury,Australia,36.17S,147.18E
1912,6,7.407,0.317,Albury,Australia,36.17S,147.18E
1912,7,6.547,0.271,Albury,Australia,36.17S,147.18E
1912,8,7.966,0.328,Albury,Australia,36.17S,147.18E
1912,9,9.588,0.29,Albury,Australia,36.17S,147.18E
1912,10,12.728,0.303,Albury,Australia,36.17S,147.18E
1912,11,15.522,0.318,Albury,Australia,36.17S,147.18E
1912,12,18.511,0.2,Albury,Australia,36.17S,147.18E
1913,1,20.673,0.436,Albury,Australia,36.17S,147.18E
1913,2,21.889,0.358,Albury,Australia,36.17S,147.18E
1913,3,16.634,0.182,Albury,Australia,36.17S,147.18E
1913,4,14.404,0.247,Albury,Australia,36.17S,147.18E
1913,5,8.867,0.128,Albury,Australia,36.17S,147.18E
1913,6,6.603,0.322,Albury,Australia,36.17S,147.18E
1913,7,6.47,0.387,Albury,Australia,36.17S,147.18E
1913,8,7.032,0.291,Albury,Australia,36.17S,147.18E
1913,9,9.627,0.262,Albury,Australia,36.17S,147.18E
1913,10,13.643,0.389,Albury,Australia,36.17S,147.18E
1913,11,14.297,0.499,Albury,Australia,36.17S,147.18E
1913,12,20.346,0.312,Albury,Australia,36.17S,147.18E
1914,1,21.244,0.793,Albury,Australia,36.17S,147.18E
1914,2,23.319,0.423,Albury,Australia,36.17S,147.18E
1914,3,19.767,0.295,Albury,Australia,36.17S,147.18E
1914,4,13.308,0.435,Albury,Australia,36.17S,147.18E
1914,5,10.245,0.414,Albury,Australia,36.17S,147.18E
1914,6,7.019,0.231,Albury,Australia,36.17S,147.18E
1914,7,5.895,0.279,Albury,Australia,36.17S,147.18E
1914,8,7.879,0.247,Albury,Australia,36.17S,147.18E
1914,9,10.866,0.381,Albury,Australia,36.17S,147.18E
1914,10,16.203,0.591,Albury,Australia,36.17S,147.18E
1914,11,19.935,0.462,Albury,Australia,36.17S,147.18E
1914,12,20.957,0.492,Albury,Australia,36.17S,147.18E
1915,1,20.894,0.301,Albury,Australia,36.17S,147.18E
1915,2,22.537,0.574,Albury,Australia,36.17S,147.18E
1915,3,18.235,0.637,Albury,Australia,36.17S,147.18E
1915,4,13.858,0.341,Albury,Australia,36.17S,147.18E
1915,5,9.211,0.345,Albury,Australia,36.17S,147.18E
1915,6,7.072,0.231,Albury,Australia,36.17S,147.18E
1915,7,7.29,0.217,Albury,Australia,36.17S,147.18E
1915,8,7.647,0.237,Albury,Australia,36.17S,147.18E
1915,9,10.178,0.336,Albury,Australia,36.17S,147.18E
1915,10,11.504,0.318,Albury,Australia,36.17S,147.18E
1915,11,14.617,0.803,Albury,Australia,36.17S,147.18E
1915,12,19.38,0.536,Albury,Australia,36.17S,147.18E
1916,1,21.868,0.663,Albury,Australia,36.17S,147.18E
